ID,year,job_id,why_left
1310,1989,6,1
1310,1989,7,1
1310,1991,6,6
1310,1992,8,4
1310,2010,9,5
1310,2012,10,5
1311,1980,1,5
1311,1980,2,5
1311,1980,3,1
1311,2006,4,1
1311,2012,6,5
1312,1986,1,5
1312,1986,2,4
1312,1989,3,1
1313,1980,1,5
1313,1981,2,4
1313,1984,3,5
1313,1986,4,3
1313,1987,5,5
1313,1988,6,2
1313,1991,7,6
1313,1992,7,2
1313,2000,8,6
1313,2002,9,6
1313,2002,10,1
1314,1979,1,5
1314,1980,2,5
1314,1980,3,5
1314,1981,4,1
1314,1982,4,5
1314,1982,5,5
1314,1983,6,1
1314,1984,7,1
1314,1985,7,1
1314,1987,8,5
1314,1988,9,1
1314,1992,10,1
1314,1993,11,1
1314,1994,12,3
1314,1996,13,6
1314,2006,14,1
1315,1980,1,5
1315,1980,2,5
1315,1980,3,5
1315,1982,3,5
1315,1984,4,5
1315,1985,5,5
1315,1987,6,5
1315,1987,7,5
1315,1988,8,5
1315,1989,7,6
1315,1989,9,1
1316,1979,1,5
1316,1980,1,5
1316,1980,2,5
1316,1981,3,5
1317,1980,2,5
1317,1980,1,5
1317,1986,3,5
1318,1980,1,5
1318,1989,2,1
1318,1994,3,5
1319,1979,1,5
1319,1984,2,5
1319,1987,3,5
1319,1988,4,5
1319,1991,5,5
1319,2006,8,6
1320,1979,1,5
1321,1979,1,5
1321,1979,2,5
1321,1979,3,1
1321,1980,4,1
1321,1982,5,5
1321,1983,6,7
1321,1984,7,5
1321,1987,8,5
1321,1987,9,5
1321,1988,11,5
1321,2016,10,5
1322,1979,1,4
1322,1982,2,5
1322,1984,4,5
1322,1984,5,5
1322,1984,6,5
1322,1984,7,5
1322,1985,8,4
1322,1989,9,6
1322,1991,10,4
1322,1992,11,5
1322,1992,12,4
1322,2004,13,5
1323,1980,1,5
1323,1981,1,5
1323,1982,2,5
1323,1984,3,5
1323,1989,4,4
1323,1989,5,4
1323,1989,6,4
1323,1992,7,6
1324,1982,1,5
1324,1983,2,7
1324,1983,3,7
1324,1983,4,7
1324,1983,5,7
1324,1985,6,5
1324,1989,7,4
1324,1992,8,1
1324,1993,9,1
1325,1979,1,6
1325,1979,2,5
1325,1980,3,5
1325,1981,4,5
1325,1982,5,1
1325,1982,6,1
1325,1983,7,7
1325,1983,8,3
1325,1985,9,1
1325,1986,10,-3
1325,1986,11,-3
1325,1988,13,1
1326,1980,1,5
1326,1984,2,5
1326,1984,3,1
1326,1986,4,1
1326,1986,6,1
1326,1986,7,5
1326,1986,8,5
1326,1988,7,1
1326,1988,10,1
1326,1988,11,1
1326,1988,13,1
1326,1989,12,1
1326,1991,14,5
1326,1993,16,6
1326,1996,17,6
1326,1998,18,4
1326,2008,19,1
1327,1979,1,5
1327,1980,2,5
1327,1981,3,5
1327,1982,5,5
1327,1983,4,7
1327,1985,6,5
1327,1986,7,4
1327,1986,9,4
1327,1987,8,5
1327,1987,10,5
1327,1988,11,5
1327,1988,12,5
1327,1991,13,5
1327,1992,14,5
1327,1993,15,5
1327,1994,16,4
1327,1996,17,6
1327,2012,18,5
1327,2014,19,5
1328,1979,1,1
1328,1979,2,5
1328,1979,3,2
1328,1979,4,5
1328,1980,5,5
1328,1980,6,5
1328,1981,7,-3
1328,1981,8,5
1328,1985,9,5
1328,1985,10,5
1328,1988,11,5
1328,1992,12,6
1328,1996,13,1
1328,2000,14,6
1328,2000,15,6
1328,2002,16,1
1329,1980,1,5
1329,1980,2,5
1329,1982,2,5
1329,1982,3,5
1329,1983,4,7
1329,1983,5,2
1329,1984,6,5
1329,1985,7,2
1329,1985,8,5
1329,1988,6,5
1329,1989,10,5
1329,1991,11,5
1329,1992,12,6
1329,1996,13,6
1329,2000,14,6
1329,2002,15,5
1329,2008,14,5
1329,2010,16,1
1330,1982,2,5
1330,1983,1,7
1330,1983,3,3
1330,1985,4,5
1330,1985,5,1
1330,1986,6,5
1330,1987,7,5
1330,1988,8,5
1330,1992,7,6
1330,1993,9,6
1330,1998,10,5
1330,2000,11,5
1330,2000,12,6
1330,2002,12,6
1330,2002,13,5
1330,2004,14,5
1330,2006,15,6
1330,2008,16,5
1331,1979,1,5
1331,1980,1,5
1331,1981,2,1
1331,1982,3,5
1331,1988,4,5
1331,1989,5,5
1331,1989,6,1
1331,1991,7,5
1331,1992,7,5
1331,1993,8,5
1331,1993,9,5
1331,1996,10,5
1332,1980,1,5
1332,1982,2,5
1332,1984,3,1
1332,1986,4,5
1332,1989,5,5
1332,1991,6,6
1332,1992,7,5
1332,1994,8,6
1333,1983,1,3
1333,1983,2,3
1333,1986,3,5
1333,1992,4,1
1333,1992,5,1
1333,1992,6,1
1333,2000,7,6
1333,2002,6,1
1334,1980,1,5
1334,1998,2,1
1334,2000,3,5
1334,2002,4,1
1335,1979,1,5
1336,1979,1,6
1336,1985,2,5
1336,1986,3,4
1337,1979,1,1
1337,1979,2,5
1337,1980,3,6
1337,1980,4,5
1337,1980,6,5
1337,1980,5,-3
1337,1980,7,5
1337,1981,8,5
1337,1981,9,2
1337,1981,10,5
1337,1982,11,1
1337,1982,12,1
1337,1983,13,7
1337,1984,14,5
1337,1984,15,5
1337,1985,16,1
1337,1986,16,5
1337,1987,16,5
1337,1987,17,5
1337,1987,18,5
1337,1988,19,5
1337,1989,17,6
1337,1989,20,5
1337,1991,20,5
1337,1992,21,6
1337,1992,22,5
1337,1993,23,5
1337,1993,24,5
1337,1996,25,5
1337,1996,26,6
1337,2008,27,5
1337,2008,28,5
1337,2008,29,5
1337,2008,30,5
1337,2008,31,5
1337,2008,32,5
1337,2008,33,5
1337,2010,34,1
1337,2012,35,5
1338,1979,1,5
1338,1980,2,5
1338,1993,3,1
1338,1993,4,1
1338,1994,5,1
1338,1998,6,5
1338,2016,7,5
1339,1980,1,5
1339,1981,2,5
1339,1982,3,5
1339,1982,4,5
1339,1982,5,2
1339,1982,6,1
1339,1983,7,7
1339,1983,8,6
1339,1984,9,1
1339,1985,10,5
1339,1986,11,1
1339,1987,12,5
1339,1988,13,5
1339,1989,14,2
1339,1989,15,5
1339,1991,16,2
1339,1992,17,6
1339,1992,18,5
1339,1993,19,5
1339,1994,20,6
1339,1996,22,6
1339,1998,21,5
1339,2000,23,4
1339,2002,24,5
1339,2006,25,5
1339,2008,26,5
1339,2016,27,2
1339,2018,28,1
1339,2018,29,2
1340,1979,1,1
1340,1979,2,1
1340,1980,1,1
1340,1980,3,5
1340,1980,4,5
1340,1981,5,3
1340,1984,6,1
1340,1985,7,1
1340,1989,8,2
1340,1991,9,6
1340,1992,10,5
1341,1980,1,5
1341,1982,2,1
1341,1983,3,4
1341,1989,4,1
1341,1989,5,5
1341,1996,6,5
1341,1998,7,1
1341,1998,8,5
1341,2004,10,6
1341,2006,11,6
1341,2008,9,6
1341,2010,12,2
1341,2010,13,1
1341,2012,14,6
1341,2014,15,2
1342,1979,1,3
1342,1980,2,5
1342,1980,3,2
1342,1980,4,1
1342,1982,5,1
1342,1983,6,1
1342,1985,6,5
1342,1993,7,5
1342,1994,8,5
1342,1994,9,1
1342,1998,10,1
1342,2000,11,4
1342,2000,12,5
1342,2000,13,4
1342,2002,12,5
1342,2014,15,1
1343,1979,1,5
1343,1979,2,5
1343,1980,1,6
1343,1980,3,1
1343,1980,1,1
1343,1980,3,4
1343,1984,4,4
1343,1989,4,1
1343,1994,5,1
1343,1994,6,1
1343,1994,7,6
1343,2012,8,1
1343,2012,9,1
1344,1979,1,5
1344,1982,2,5
1344,1985,3,5
1344,1986,5,1
1344,1987,4,5
1344,1991,6,5
1344,1993,6,5
1344,1993,7,1
1344,1993,8,1
1344,1993,9,1
1344,1996,10,6
1344,2000,11,6
1344,2006,12,5
1344,2006,13,5
1344,2012,14,6
1344,2018,16,1
1344,2018,19,3
1344,2014,15,5
1345,1980,1,5
1346,1980,1,6
1346,1982,2,2
1346,1986,3,5
1346,1989,5,6
1346,1993,4,5
1347,1979,1,5
1347,1980,2,-3
1347,1981,3,2
1347,1981,4,1
1347,1985,6,3
1347,1987,5,5
1347,1988,8,5
1347,1989,9,1
1347,1989,10,5
1347,1993,11,5
1347,1998,12,5
1347,2014,14,6
1348,1981,1,3
1348,1985,2,5
1348,1988,4,1
1348,1989,3,5
1348,2018,5,5
1348,2018,7,5
1349,1980,1,5
1349,1987,2,5
1349,1987,3,5
1349,1988,4,5
1349,1996,5,6
1349,2000,3,5
1349,2000,6,5
1349,2006,8,6
1349,2006,9,5
1349,2006,10,6
1350,1981,1,5
1350,2000,3,6
1350,2002,4,5
1350,2008,2,6
1350,2012,5,5
1351,1984,1,5
1351,1986,2,1
1351,1986,3,5
1351,1987,1,5
1351,1987,4,5
1351,1989,6,6
1351,1994,8,1
1351,2004,7,5
1351,2004,9,5
1351,2008,9,5
1352,1980,1,4
1352,1981,1,4
1352,1986,2,5
1352,1991,3,1
1352,1992,3,4
1352,1996,4,6
1352,1996,5,5
1352,1998,6,6
1352,2000,7,5
1352,2018,8,1
1352,2014,9,6
1353,1980,1,1
1353,1980,2,1
1353,1980,3,5
1353,1980,4,1
1353,1981,5,4
1353,1981,6,1
1353,1982,7,2
1353,1983,8,7
1353,1983,9,7
1353,1984,10,5
1353,1986,10,5
1353,1988,12,5
1353,2006,13,5
1354,1980,1,1
1354,1981,1,1
1354,1982,1,5
1354,1986,2,5
1354,2006,4,6
1355,1979,1,5
1355,1979,2,5
1355,1980,2,5
1355,1981,3,5
1355,1996,4,6
1355,2004,5,1
1356,1980,1,5
1356,1980,2,1
1356,1980,2,1
1356,1981,3,5
1356,1982,3,5
1356,1986,4,5
1356,1987,3,5
1356,1987,5,5
1356,1988,6,5
1356,1989,7,5
1356,1996,8,6
1357,1987,1,1
1357,1992,1,5
1357,1992,2,5
1357,1994,3,5
1357,2004,4,5
1357,2006,5,5
1357,2010,6,5
1357,2014,7,1
1358,1980,1,5
1358,1991,2,5
1358,1991,3,5
1358,1992,4,5
1359,1979,2,6
1359,1980,1,5
1359,1987,3,5
1359,1991,4,6
1359,2008,5,5
1359,2016,7,5
1359,2014,6,5
1360,1979,1,6
1360,1988,2,4
1360,2000,3,1
1360,2002,4,5
1360,2002,5,6
1360,2002,6,5
1361,1980,1,5
1361,1981,2,5
1361,1982,3,5
1361,1984,4,1
1361,1984,5,5
1361,1987,6,1
1361,1988,7,1
1361,1988,8,5
1361,1988,9,5
1361,1988,10,5
1361,1989,11,1
1361,1992,12,4
1361,2000,13,1
1361,2000,14,4
1361,2002,15,1
1361,2004,16,6
1361,2008,17,6
1361,2010,18,1
1361,2012,18,1
1362,1980,1,5
1362,1980,2,1
1362,1981,3,5
1362,1981,4,1
1362,1982,5,5
1362,1982,6,5
1362,1982,7,1
1362,1983,6,3
1362,1983,7,3
1362,1984,6,1
1362,1984,9,1
1362,1985,8,1
1362,1985,10,1
1362,1989,11,5
1362,2000,12,5
1362,2010,14,5
1362,2016,16,6
1362,2014,15,6
1363,1979,1,5
1363,1980,2,5
1363,1980,3,5
1363,1980,2,5
1363,1983,5,7
1363,1984,4,5
1363,1991,6,5
1363,1996,7,5
1363,1998,8,3
1363,1998,9,2
1363,2010,13,1
1363,2012,11,5
1363,2014,14,6
1364,1979,1,1
1364,1980,2,1
1364,1980,3,5
1364,1981,4,5
1364,1982,4,5
1364,1983,5,7
1364,1985,6,3
1364,1986,7,5
1364,1988,8,5
1364,1992,9,5
1366,1979,1,5
1366,1985,3,5
1366,1989,4,6
1366,1998,2,4
1366,1998,5,5
1366,2000,6,6
1366,2000,7,6
1366,2002,8,6
1366,2002,9,2
1366,2006,10,6
1366,2010,11,1
1366,2016,14,2
1366,2016,15,1
1366,2014,12,1
1366,2014,13,2
1367,1979,1,1
1367,1979,2,5
1367,1980,3,1
1367,1980,4,5
1367,1981,5,1
1367,1982,6,1
1367,1984,7,5
1367,1984,8,5
1367,1984,9,5
1367,1986,10,5
1367,1987,11,5
1367,1991,10,1
1367,1994,12,5
1367,1998,13,6
1368,1979,1,1
1368,1980,2,5
1368,1980,2,5
1368,1981,3,5
1368,1983,4,7
1368,1984,5,5
1368,1986,6,5
1368,1987,7,5
1368,1987,8,5
1368,1987,9,5
1368,1988,7,4
1368,1989,7,5
1368,1989,10,2
1368,1989,11,2
1368,1991,12,6
1368,1991,13,6
1368,1992,14,5
1368,1992,16,5
1368,1993,17,5
1368,1993,18,5
1368,1993,19,5
1368,1996,20,5
1368,1996,21,5
1368,2000,22,5
1368,2002,23,5
1368,2004,22,5
1368,2004,24,2
1368,2006,25,5
1368,2008,24,1
1368,2008,26,2
1368,2012,28,2
1368,2014,29,5
1369,1993,1,6
1369,1996,3,6
1370,1983,1,5
1370,1986,2,5
1370,1987,3,1
1370,1989,3,4
1370,1996,4,1
1370,2004,5,5
1370,2006,6,5
1370,2012,7,3
1371,1979,1,5
1371,1980,2,5
1371,1982,2,5
1371,1982,3,5
1371,1983,5,7
1372,1979,1,5
1372,1979,2,1
1372,1983,1,3
1372,1983,3,3
1372,1984,3,5
1372,1985,4,5
1372,1986,5,5
1372,1987,6,5
1372,1987,7,5
1372,1988,8,5
1372,1996,10,6
1372,1996,11,6
1372,1998,12,5
1372,2002,14,6
1372,2010,15,5
1373,1979,1,5
1373,1979,2,5
1373,1980,3,5
1373,1980,3,5
1373,1980,5,1
1373,1981,6,5
1373,1981,7,5
1373,1981,8,5
1373,1984,9,5
1373,1985,10,5
1373,1986,11,5
1373,1987,12,5
1373,1988,13,5
1373,1989,15,6
1373,1989,16,5
1373,1989,17,6
1374,1980,1,5
1374,1981,2,4
1374,1981,3,5
1374,1982,4,5
1374,1982,5,5
1374,1983,6,7
1374,1983,7,7
1374,1984,8,5
1374,1984,9,5
1374,1984,10,5
1374,1988,11,5
1374,1989,12,3
1374,1991,13,5
1374,1991,14,5
1374,1992,15,5
1374,1994,14,5
1374,1996,16,6
1374,1998,17,1
1374,2006,18,5
1374,2012,19,5
1374,2012,20,6
1374,2016,24,5
1374,2018,25,5
1374,2014,21,5
1374,2014,22,5
1374,2014,23,5
1375,1979,1,3
1375,1979,2,2
1375,1980,1,1
1375,1980,3,2
1375,1982,1,5
1375,1982,4,5
1375,1982,5,5
1375,1985,6,5
1375,1986,7,5
1375,1986,9,1
1375,1988,10,1
1375,1993,12,4
1375,2000,8,1
1375,2002,13,6
1376,1979,1,2
1376,1980,2,5
1376,1980,3,3
1376,1981,5,3
1376,1987,6,5
1376,1987,7,1
1376,1989,8,1
1376,1991,9,5
1376,1992,10,5
1376,1996,11,6
1376,1996,12,6
1376,1998,13,6
1376,2000,14,6
1376,2002,15,6
1376,2006,16,5
1376,2008,16,-3
1376,2012,17,1
1377,1979,1,5
1377,1979,2,1
1377,1980,3,1
1377,1980,4,3
1377,1985,5,2
1377,1988,6,5
1377,1988,7,1
1377,1989,10,6
1377,1992,11,5
1377,1996,9,6
1377,1996,12,5
1377,1996,13,6
1377,2002,14,5
1377,2002,15,5
1377,2002,16,5
1377,2004,18,6
1377,2006,17,5
1377,2006,19,5
1377,2008,20,6
1377,2008,21,6
1377,2008,22,5
1377,2008,23,5
1377,2008,24,6
1377,2010,25,2
1377,2012,26,1
1377,2012,27,2
1378,1979,1,2
1378,1980,2,3
1378,1981,3,5
1378,1985,5,3
1378,1986,6,5
1378,1989,7,5
1378,1989,8,5
1378,1991,9,4
1378,1991,10,5
1378,1992,11,5
1378,1994,12,5
1378,1996,13,5
1378,1996,14,2
1378,1996,15,2
1378,2000,16,1
1378,2000,17,5
1378,2002,18,6
1378,2008,19,5
1378,2010,20,5
1378,2012,21,6
1379,1980,1,1
1379,1984,2,5
1379,1986,3,5
1379,1986,4,1
1379,1988,5,5
1379,1989,6,5
1379,1989,7,5
1379,1994,8,5
1379,1998,9,5
1379,2000,10,5
1379,2004,11,5
1379,2006,12,1
1379,2006,13,1
1379,2008,14,-3
1379,2012,15,1
1379,2018,16,1
1380,1980,1,5
1380,1985,2,5
1380,1985,3,5
1380,1988,5,5
1380,1998,4,5
1382,1998,2,5
1382,2012,3,5
1383,1980,1,6
1383,1980,2,5
1383,1984,3,5
1383,1984,4,5
1383,2010,5,1
1383,2012,6,5
1383,2012,7,1
1383,2014,8,5
1384,1980,1,3
1384,1986,2,5
1384,1986,3,1
1384,1987,4,5
1384,1987,5,5
1384,1988,6,5
1384,1992,7,5
1384,1994,8,6
1384,1996,9,6
1384,2006,11,5
1384,2006,12,5
1384,2010,13,5
1385,1985,2,1
1385,1986,1,5
1385,1987,3,5
1385,1987,4,5
1385,1994,5,6
1385,1998,6,4
1385,2004,7,6
1385,2012,8,5
1385,2012,9,6
1385,2012,10,5
1385,2016,11,5
1386,1979,1,5
1386,1980,2,6
1386,1980,3,5
1386,1991,4,3
1386,2016,6,6
1386,2014,5,5
1387,1979,1,1
1387,1980,2,1
1387,1981,3,3
1387,1982,3,3
1387,1982,4,1
1387,1984,5,5
1387,1984,6,1
1387,1985,7,5
1387,1986,8,5
1387,1989,9,6
1387,1989,10,6
1387,1989,11,6
1387,1991,12,5
1387,1991,13,1
1387,1992,13,1
1387,1992,14,6
1387,1996,15,6
1388,1979,1,3
1388,1980,1,3
1388,2010,2,5
1388,2010,3,1
1388,2016,4,1
1389,1979,1,3
1389,1980,1,3
1389,1980,2,5
1389,1981,3,3
1389,1982,4,5
1389,1985,5,5
1389,1992,6,6
1389,1992,7,5
1389,1996,8,5
1389,1996,9,6
1389,1996,10,6
1389,1998,11,5
1389,2004,12,5
1389,2010,13,6
1389,2018,14,5
1390,1979,2,3
1390,1980,3,6
1390,1981,4,-3
1390,1981,5,-3
1390,1994,6,6
1390,1998,7,5
1390,2002,8,5
1390,2014,9,5
1391,1994,1,6
1392,1983,1,4
1392,1984,2,5
1392,1985,3,1
1392,1986,4,5
1392,1987,3,5
1392,1988,5,5
1392,1988,6,5
1392,1989,7,6
1392,1991,8,5
1392,1991,9,6
1392,1992,7,4
1392,1993,10,2
1392,1993,11,1
1392,1994,12,5
1392,1996,13,4
1392,1996,14,1
1392,2002,15,6
1393,1979,1,5
1393,1980,2,5
1393,1980,3,5
1393,1980,1,1
1393,1980,4,5
1393,1981,5,5
1393,1981,6,5
1393,1981,7,1
1393,1981,8,5
1393,1985,9,1
1393,1987,10,5
1393,1988,11,5
1393,1992,12,5
1393,1996,13,2
1393,1996,14,5
1393,2000,15,1
1393,2016,18,1
1394,1979,1,5
1394,1979,2,5
1394,1981,3,5
1394,1982,4,5
1394,1983,4,7
1394,1984,5,5
1394,1985,4,5
1394,1986,6,5
1394,1987,7,5
1394,2002,9,5
1394,2008,8,5
1395,1980,1,5
1395,1981,2,5
1395,1984,3,5
1395,1984,4,1
1395,1984,5,5
1395,1985,6,5
1395,1985,7,5
1395,1986,8,3
1395,1986,9,1
1395,1987,10,5
1395,1987,11,5
1395,1987,12,5
1395,1987,13,1
1395,1989,14,5
1395,1989,15,5
1395,1989,16,5
1395,1989,17,5
1395,1993,19,6
1395,1994,18,6
1395,1996,21,5
1395,2002,20,5
1395,2008,22,-2
1395,2016,23,6
1396,1984,1,5
1396,1989,3,1
1397,1979,1,5
1398,1982,1,5
1398,1985,2,4
1398,1987,3,4
1398,1987,4,5
1398,1987,5,5
1398,1987,6,4
1398,1988,7,5
1398,2008,8,5
1398,2008,9,5
1398,2010,10,5
1398,2012,11,5
1399,1979,1,5
1399,1985,3,5
1399,1986,4,5
1399,1989,2,5
1400,1979,1,5
1401,1979,1,1
1401,1979,2,2
1401,1979,3,5
1401,1980,4,4
1401,1980,5,4
1401,1989,6,3
1401,1991,6,1
1401,1991,7,5
1401,1992,8,2
1401,1993,10,5
1401,1996,9,6
1401,2000,11,6
1401,2010,12,1
1401,2010,13,5
1401,2012,14,5
1401,2018,15,5
1402,1982,1,3
1402,1984,2,5
1402,1986,3,5
1402,2012,4,1
1402,2018,5,1
1403,1979,1,6
1403,1992,2,1
1403,1998,3,6
1404,1979,1,3
1404,1983,2,7
1404,2008,4,1
1404,2016,3,1
1404,2016,5,5
1405,1979,1,1
1405,1979,2,1
1405,1979,3,1
1405,1980,4,5
1405,1981,5,5
1405,1981,6,5
1405,1982,7,5
1405,1982,8,1
1405,1984,9,1
1405,1985,9,5
1405,1987,10,1
1405,1991,11,2
1405,1992,13,6
1405,1993,12,5
1405,1994,15,1
1405,2000,16,1
1405,2008,17,5
1406,1979,1,2
1406,1979,2,4
1406,1979,3,4
1406,1979,4,4
1406,1980,5,5
1406,1980,6,4
1406,1980,7,4
1406,1982,8,5
1406,1983,9,1
1406,1984,9,1
1406,1985,10,2
1406,1988,11,5
1406,1992,12,6
1406,1993,13,5
1406,1996,12,6
1406,1998,14,5
1406,2000,15,2
1406,2000,16,3
1407,1980,1,3
1407,1988,2,4
1408,1980,1,5
1408,1981,2,5
1408,1981,3,5
1408,1982,4,5
1408,1983,5,5
1408,1983,6,7
1408,1984,8,5
1408,1986,9,5
1408,1991,11,5
1409,1979,1,5
1409,1981,2,5
1409,1982,3,5
1409,1983,4,6
1409,1985,5,4
1409,1989,6,4
1409,1994,7,1
1409,2000,7,5
1409,2012,8,5
1410,1980,1,1
1410,1980,2,5
1410,1981,4,5
1410,1982,6,5
1410,1984,5,5
1410,1996,8,5
1410,1998,9,5
1411,1979,1,5
1411,1979,3,6
1411,1979,4,5
1411,1980,2,5
1411,1980,5,1
1411,1981,5,5
1411,1981,6,2
1411,1983,7,6
1411,1987,8,2
1411,1988,9,5
1411,1988,10,5
1411,1988,11,5
1411,1989,12,5
1411,1992,13,2
1411,1992,14,1
1411,1993,15,1
1411,1994,16,1
1411,1994,17,2
1411,1996,18,6
1411,1996,19,5
1411,1996,20,5
1411,1996,21,5
1411,2002,22,1
1411,2002,23,1
1411,2006,24,6
1411,2006,25,5
1411,2006,26,1
1411,2006,27,6
1411,2006,28,2
1411,2010,30,5
1411,2012,31,1
1411,2012,32,5
1411,2016,34,6
1411,2018,35,6
1411,2014,33,1
1412,1979,1,5
1412,1979,2,1
1412,1980,3,3
1412,1981,4,5
1412,1982,5,2
1412,1983,6,7
1412,1984,7,5
1412,1985,8,5
1412,1985,9,5
1412,1987,10,5
1412,1989,11,6
1412,1998,12,1
1412,2000,13,6
1412,2002,14,5
1412,2004,15,6
1412,2008,16,5
1412,2008,17,-3
1412,2010,18,5
1412,2014,19,5
1413,1979,1,5
1413,1982,3,5
1413,1984,2,2
1413,1985,4,5
1413,1985,5,5
1413,1986,6,1
1413,1987,7,3
1413,1987,8,5
1413,1988,9,5
1413,1988,10,3
1413,1989,11,6
1413,1989,12,1
1413,1992,13,6
1414,1979,1,4
1414,1980,1,5
1414,1980,2,5
1414,1980,3,5
1414,1980,4,1
1414,1980,5,1
1414,1981,5,5
1414,1981,6,5
1414,1981,7,5
1414,1988,9,5
1414,1991,11,6
1414,1993,10,6
1414,1994,12,6
1414,1998,13,5
1414,2000,14,6
1414,2000,15,4
1415,1980,1,5
1415,1983,2,6
1415,1991,4,1
1415,1994,5,6
1415,2002,6,1
1415,2002,7,5
1415,2006,8,5
1415,2006,9,5
1415,2006,10,1
1415,2006,11,1
1415,2008,13,1
1415,2012,12,1
1416,1980,1,4
1416,1980,2,5
1416,1980,3,4
1416,1984,4,4
1416,1985,5,5
1416,1986,6,5
1416,1986,7,5
1416,1987,7,5
1416,1987,8,5
1416,1987,9,5
1416,1992,10,4
1416,1993,12,6
1416,1994,11,6
1416,1994,13,6
1416,1996,14,1
1416,1998,15,6
1416,1998,16,1
1416,1998,17,1
1416,2002,18,1
1416,2012,19,1
1417,1980,1,5
1417,1981,2,5
1417,1981,3,2
1417,1983,4,7
1417,1983,5,7
1417,1983,6,7
1417,1983,7,7
1417,1984,8,5
1417,1985,9,5
1417,1985,10,5
1417,1985,11,5
1417,1986,12,5
1417,1986,13,5
1417,1987,14,5
1417,1987,15,5
1417,1988,16,1
1417,1988,17,2
1417,1988,18,1
1417,1989,19,1
1417,1989,20,1
1417,1991,21,1
1417,1992,22,5
1417,1992,23,6
1417,1992,24,1
1417,1993,25,6
1417,1993,26,6
1417,1993,27,5
1417,1993,28,2
1417,1994,29,6
1417,1998,30,6
1417,1998,31,5
1417,2002,32,5
1417,2004,33,1
1417,2006,34,5
1417,2012,35,5
1417,2016,33,5
1418,1989,1,6
1418,1993,2,6
1418,1994,3,6
1418,1996,4,6
1419,1979,1,5
1419,1979,2,5
1419,1980,3,5
1419,1980,4,5
1419,1980,5,5
1419,1981,6,5
1419,1982,7,4
1419,1984,8,5
1419,1985,9,5
1419,1988,10,4
1419,1989,11,6
1419,1998,12,5
1419,2000,13,6
1419,2000,14,5
1419,2004,15,1
1419,2018,17,5
1420,1979,1,6
1420,1980,3,1
1420,1980,4,1
1420,1980,2,5
1420,1983,6,7
1420,1983,7,3
1420,1983,8,1
1420,1983,9,1
1420,1987,11,5
1420,1988,12,5
1420,1991,11,5
1420,1991,13,5
1420,1991,14,1
1420,1991,15,5
1420,1991,16,6
1420,1996,17,5
1420,1996,18,3
1420,1996,19,1
1420,1996,20,1
1420,2000,17,1
1420,2000,21,6
1420,2000,22,1
1420,2000,23,1
1420,2000,24,1
1420,2000,25,1
1420,2000,26,1
1420,2002,17,1
1420,2002,27,1
1420,2002,28,1
1420,2002,29,1
1420,2002,30,1
1420,2004,26,1
1420,2004,30,1
1420,2004,31,1
1420,2004,32,1
1421,2000,1,4
1421,2000,2,4
1421,2000,3,5
1421,2000,4,5
1422,1982,1,1
1422,1983,2,7
1422,1983,3,4
1422,1985,4,3
1423,1980,1,5
1423,1981,2,4
1423,1986,3,4
1423,1986,4,4
1423,1988,5,5
1423,1988,6,5
1423,1989,7,4
1423,1991,8,6
1423,1993,9,4
1423,2000,10,6
1423,2018,12,5
1424,1980,1,5
1424,1980,2,5
1424,1980,3,1
1424,1980,4,5
1424,1981,1,3
1424,1983,5,7
1424,1986,6,5
1424,1988,6,5
1424,1988,7,5
1424,1988,8,3
1424,1991,9,6
1424,1992,10,5
1424,2010,11,5
1424,2012,12,6
1425,1981,1,5
1425,1987,2,5
1425,1988,4,1
1425,1993,3,5
1425,1993,5,5
1425,1993,6,5
1425,2000,7,6
1425,2000,8,6
1425,2010,9,5
1426,1980,2,1
1426,1980,3,5
1426,1981,1,5
1426,2012,5,5
1427,1980,1,1
1427,1981,1,5
1427,1982,2,5
1427,1983,3,7
1427,1983,4,7
1427,1983,5,7
1427,1984,6,5
1427,1984,7,5
1427,1985,8,1
1427,1985,9,5
1427,1985,10,1
1427,1986,11,5
1427,1989,13,6
1427,1991,12,5
1427,1998,14,5
1427,2000,16,6
1427,2000,17,1
1427,2004,19,-2
1427,2012,18,1
1428,1979,1,5
1428,1980,2,5
1428,1981,3,5
1428,1989,4,6
1428,1996,6,6
1429,1979,1,5
1429,1980,2,5
1429,1981,3,5
1429,1982,4,5
1429,1983,5,3
1429,1985,6,1
1429,1986,7,1
1429,1987,8,5
1429,1987,9,5
1429,1989,10,1
1429,1991,11,1
1429,1991,12,5
1429,1991,13,5
1429,1991,14,5
1429,1994,15,5
1429,1994,17,6
1429,1994,18,5
1429,1996,16,3
1429,1996,17,5
1429,1996,19,5
1429,1998,17,5
1429,2000,20,5
1429,2002,21,1
1429,2006,22,5
1429,2012,23,-2
1429,2012,24,-2
1430,1983,1,7
1430,1998,2,5
1430,1998,3,5
1430,2000,3,3
1430,2000,4,6
1430,2016,7,1
1430,2014,6,-2
1431,1980,1,1
1431,1980,2,5
1431,1980,3,5
1431,1982,4,1
1431,1982,5,1
1431,1982,6,1
1431,1984,7,1
1432,1979,1,5
1432,1980,2,5
1432,1981,2,5
1432,1982,2,5
1432,1983,2,7
1432,1984,3,5
1432,1985,4,5
1432,2012,6,6
1433,1979,1,5
1433,1980,2,1
1433,1980,3,5
1433,1981,4,5
1433,1982,4,5
1433,1983,4,7
